Accession	Protein	Gene	Gene_protein	X153173_BSA_d3_H	X153173_IL13_d3_H	X153741_BSA_d3_H	X153741_IL13_d3_H	X154142_BSA_d3_A	X154142_IL13_d3_A	X154417_BSA_d3_A	X154417_IL13_d3_A	X154651_BSA_d3_A	X154651_IL13_d3_A	X155404_BSA_d3_H	X155404_IL13_d3_H
RHOA_HUMAN	Transforming protein RhoA OS=Homo sapiens GN=RHOA PE=1 SV=1	RHOA	RHOA_RHOA	1	2	1	1	3	2	1	4	1	2	1	2
RINI_HUMAN	Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2	RNH1	RNH1_RINI	1	1	1	1	2	2	1	1	1	2	1	2
AMPB_HUMAN	Aminopeptidase B OS=Homo sapiens GN=RNPEP PE=1 SV=2	RNPEP	RNPEP_AMPB	0	0	1	0	0	0	0	0	0	0	0	0
RNPS1_HUMAN	RNA-binding protein with serine-rich domain 1 OS=Homo sapiens GN=RNPS1 PE=1 SV=1	RNPS1	RNPS1_RNPS1	0	0	0	0	0	0	0	0	0	0	0	1
RL10_HUMAN	60S ribosomal protein L10 OS=Homo sapiens GN=RPL10 PE=1 SV=4	RPL10	RPL10_RL10	0	2	1	0	0	1	0	0	0	0	1	1
RL10L_HUMAN	60S ribosomal protein L10-like OS=Homo sapiens GN=RPL10L PE=1 SV=3	RPL10L	RPL10L_RL10L	0	0	0	0	1	0	1	1	0	0	0	0
RL11_HUMAN	60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2	RPL11	RPL11_RL11	0	1	1	1	0	1	0	1	1	0	1	1
RL12_HUMAN	60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1	RPL12	RPL12_RL12	0	2	1	0	1	0	0	3	0	1	1	1
RL13_HUMAN	60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4	RPL13	RPL13_RL13	1	1	2	1	1	0	0	1	0	0	1	2
R13P3_HUMAN	Putative 60S ribosomal protein L13a protein RPL13AP3 OS=Homo sapiens GN=RPL13AP3 PE=5 SV=1	RPL13AP3	RPL13AP3_R13P3	0	2	1	1	0	1	0	2	1	0	0	0
RL15_HUMAN	60S ribosomal protein L15 OS=Homo sapiens GN=RPL15 PE=1 SV=2	RPL15	RPL15_RL15	1	2	2	0	1	2	1	2	0	3	1	1
RL17_HUMAN	60S ribosomal protein L17 OS=Homo sapiens GN=RPL17 PE=1 SV=3	RPL17	RPL17_RL17	1	2	2	2	1	1	1	1	2	2	2	1
RL18_HUMAN	60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=2	RPL18	RPL18_RL18	1	1	4	1	1	1	1	1	3	1	1	1
RL18A_HUMAN	60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=1 SV=2	RPL18A	RPL18A_RL18A	0	1	1	0	0	0	0	1	0	1	0	1
RL19_HUMAN	60S ribosomal protein L19 OS=Homo sapiens GN=RPL19 PE=1 SV=1	RPL19	RPL19_RL19	1	2	1	1	1	2	1	2	1	2	1	2
RL21_HUMAN	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2	RPL21	RPL21_RL21	0	0	0	0	0	0	0	1	0	0	0	0
RL22_HUMAN	60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2	RPL22	RPL22_RL22	0	0	0	1	0	0	1	1	0	0	0	0
RL23_HUMAN	60S ribosomal protein L23 OS=Homo sapiens GN=RPL23 PE=1 SV=1	RPL23	RPL23_RL23	0	0	1	0	0	0	1	0	0	0	0	0
RL23A_HUMAN	60S ribosomal protein L23a OS=Homo sapiens GN=RPL23A PE=1 SV=1	RPL23A	RPL23A_RL23A	0	0	0	0	0	0	0	1	0	0	0	0
RL24_HUMAN	60S ribosomal protein L24 OS=Homo sapiens GN=RPL24 PE=1 SV=1	RPL24	RPL24_RL24	0	0	0	0	0	0	0	0	0	0	0	1
RL26L_HUMAN	60S ribosomal protein L26-like 1 OS=Homo sapiens GN=RPL26L1 PE=1 SV=1	RPL26L1	RPL26L1_RL26L	1	0	1	0	0	0	1	1	0	0	0	0
RL27_HUMAN	60S ribosomal protein L27 OS=Homo sapiens GN=RPL27 PE=1 SV=2	RPL27	RPL27_RL27	1	1	1	1	0	0	1	1	1	0	0	0
RL27A_HUMAN	60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=1 SV=2	RPL27A	RPL27A_RL27A	1	0	1	1	0	0	1	1	0	0	0	1
RL28_HUMAN	60S ribosomal protein L28 OS=Homo sapiens GN=RPL28 PE=1 SV=3	RPL28	RPL28_RL28	0	0	0	0	0	1	0	0	0	1	0	0
RL3_HUMAN	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	RPL3	RPL3_RL3	1	2	3	2	2	1	1	2	1	4	1	1
RL34_HUMAN	60S ribosomal protein L34 OS=Homo sapiens GN=RPL34 PE=1 SV=3	RPL34	RPL34_RL34	0	0	1	0	0	0	0	0	0	0	0	0
RL35A_HUMAN	60S ribosomal protein L35a OS=Homo sapiens GN=RPL35A PE=1 SV=2	RPL35A	RPL35A_RL35A	0	1	0	0	0	0	0	0	1	1	0	0
RL4_HUMAN	60S ribosomal protein L4 OS=Homo sapiens GN=RPL4 PE=1 SV=5	RPL4	RPL4_RL4	1	2	2	1	2	2	3	5	1	2	1	3
RL5_HUMAN	60S ribosomal protein L5 OS=Homo sapiens GN=RPL5 PE=1 SV=3	RPL5	RPL5_RL5	0	1	0	0	0	0	0	1	0	1	0	0
RL6_HUMAN	60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	RPL6	RPL6_RL6	0	2	1	1	0	0	0	1	2	0	0	1
RL7_HUMAN	60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=1 SV=1	RPL7	RPL7_RL7	0	2	2	1	1	2	1	2	2	1	0	0
RL7A_HUMAN	60S ribosomal protein L7a OS=Homo sapiens GN=RPL7A PE=1 SV=2	RPL7A	RPL7A_RL7A	0	2	0	1	0	0	0	1	0	1	0	1
RL8_HUMAN	60S ribosomal protein L8 OS=Homo sapiens GN=RPL8 PE=1 SV=2	RPL8	RPL8_RL8	0	0	0	0	0	1	0	2	0	2	0	2
RL9_HUMAN	60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	RPL9	RPL9_RL9	0	1	2	0	0	1	1	0	1	1	0	0
RLA0_HUMAN	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	RPLP0_RLA0	0	2	0	0	0	0	0	2	0	0	0	0
RLA0L_HUMAN	60S acidic ribosomal protein P0-like OS=Homo sapiens GN=RPLP0P6 PE=5 SV=1	RPLP0P6	RPLP0P6_RLA0L	0	0	0	0	1	0	0	0	0	2	0	1
RLA1_HUMAN	60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1	RPLP1	RPLP1_RLA1	0	1	0	0	0	1	0	1	0	1	0	1
RLA2_HUMAN	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	RPLP2_RLA2	2	1	2	2	1	2	2	2	1	1	1	2
RPN1_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Homo sapiens GN=RPN1 PE=1 SV=1	RPN1	RPN1_RPN1	3	3	8	5	4	6	7	5	4	4	5	7
RPN2_HUMAN	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Homo sapiens GN=RPN2 PE=1 SV=3	RPN2	RPN2_RPN2	1	4	3	1	3	3	2	1	1	2	2	4
RPR1B_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 1B OS=Homo sapiens GN=RPRD1B PE=1 SV=1	RPRD1B	RPRD1B_RPR1B	0	0	1	0	1	0	1	0	0	0	0	0
RS10_HUMAN	40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1	RPS10	RPS10_RS10	0	2	1	1	1	1	0	2	1	2	1	1
RS11_HUMAN	40S ribosomal protein S11 OS=Homo sapiens GN=RPS11 PE=1 SV=3	RPS11	RPS11_RS11	1	0	0	2	1	0	0	1	1	1	0	0
RS12_HUMAN	40S ribosomal protein S12 OS=Homo sapiens GN=RPS12 PE=1 SV=3	RPS12	RPS12_RS12	0	0	0	1	0	1	0	0	0	1	0	0
RS13_HUMAN	40S ribosomal protein S13 OS=Homo sapiens GN=RPS13 PE=1 SV=2	RPS13	RPS13_RS13	1	2	1	0	1	1	1	1	1	2	1	1
RS14_HUMAN	40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3	RPS14	RPS14_RS14	0	2	0	0	0	0	0	2	1	1	0	1
RS15_HUMAN	40S ribosomal protein S15 OS=Homo sapiens GN=RPS15 PE=1 SV=2	RPS15	RPS15_RS15	0	1	0	0	0	1	0	1	0	1	0	1
RS15A_HUMAN	40S ribosomal protein S15a OS=Homo sapiens GN=RPS15A PE=1 SV=2	RPS15A	RPS15A_RS15A	0	2	1	0	0	1	0	2	0	2	0	0
RS16_HUMAN	40S ribosomal protein S16 OS=Homo sapiens GN=RPS16 PE=1 SV=2	RPS16	RPS16_RS16	0	2	1	1	0	0	0	0	0	0	0	0
RS18_HUMAN	40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3	RPS18	RPS18_RS18	0	4	2	2	1	2	1	5	3	5	4	5
RS19_HUMAN	40S ribosomal protein S19 OS=Homo sapiens GN=RPS19 PE=1 SV=2	RPS19	RPS19_RS19	0	2	0	1	1	0	1	2	2	2	0	3
RS2_HUMAN	40S ribosomal protein S2 OS=Homo sapiens GN=RPS2 PE=1 SV=2	RPS2	RPS2_RS2	0	1	1	1	0	1	1	2	1	3	0	0
RS20_HUMAN	40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1	RPS20	RPS20_RS20	0	1	0	0	0	0	1	1	1	2	0	0
RS21_HUMAN	40S ribosomal protein S21 OS=Homo sapiens GN=RPS21 PE=1 SV=1	RPS21	RPS21_RS21	0	0	0	0	0	0	0	0	0	1	0	0
RS24_HUMAN	40S ribosomal protein S24 OS=Homo sapiens GN=RPS24 PE=1 SV=1	RPS24	RPS24_RS24	0	0	0	1	0	0	0	1	0	0	0	0
RS25_HUMAN	40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1	RPS25	RPS25_RS25	0	0	0	0	0	1	0	1	0	0	0	1
RS27_HUMAN	40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3	RPS27	RPS27_RS27	0	0	0	0	0	0	0	0	0	2	0	0
RS27L_HUMAN	40S ribosomal protein S27-like OS=Homo sapiens GN=RPS27L PE=1 SV=3	RPS27L	RPS27L_RS27L	0	1	1	1	1	0	0	0	1	0	0	1
RS28_HUMAN	40S ribosomal protein S28 OS=Homo sapiens GN=RPS28 PE=1 SV=1	RPS28	RPS28_RS28	0	0	0	0	0	0	0	0	0	0	0	1
RS3_HUMAN	40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2	RPS3	RPS3_RS3	2	2	3	1	1	1	2	3	1	1	0	3
RS3A_HUMAN	40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2	RPS3A	RPS3A_RS3A	0	1	1	0	0	1	0	1	0	1	1	1
RS4X_HUMAN	"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2"	RPS4X	RPS4X_RS4X	1	3	1	1	1	2	0	2	0	2	0	2
RS5_HUMAN	40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4	RPS5	RPS5_RS5	0	2	2	0	0	1	0	1	0	0	0	1
RS6_HUMAN	40S ribosomal protein S6 OS=Homo sapiens GN=RPS6 PE=1 SV=1	RPS6	RPS6_RS6	0	1	1	1	1	1	1	1	1	1	0	1
RS7_HUMAN	40S ribosomal protein S7 OS=Homo sapiens GN=RPS7 PE=1 SV=1	RPS7	RPS7_RS7	0	0	0	1	1	0	0	1	0	1	0	1
RS8_HUMAN	40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2	RPS8	RPS8_RS8	1	4	2	3	3	4	3	4	3	4	2	4
RS9_HUMAN	40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3	RPS9	RPS9_RS9	1	1	0	3	0	0	1	2	2	1	1	0
RSSA_HUMAN	40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4	RPSA	RPSA_RSSA	0	5	0	4	1	0	2	3	0	3	2	2
RRAS_HUMAN	Ras-related protein R-Ras OS=Homo sapiens GN=RRAS PE=1 SV=1	RRAS	RRAS_RRAS	0	0	0	0	0	0	0	0	0	0	0	1
RRBP1_HUMAN	Ribosome-binding protein 1 OS=Homo sapiens GN=RRBP1 PE=1 SV=4	RRBP1	RRBP1_RRBP1	0	3	0	1	1	4	0	2	0	8	0	5
RTCB_HUMAN	tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=RTCB PE=1 SV=1	RTCB	RTCB_RTCB	0	2	0	0	0	0	0	2	1	0	0	1
RTN4_HUMAN	Reticulon-4 OS=Homo sapiens GN=RTN4 PE=1 SV=2	RTN4	RTN4_RTN4	0	0	0	1	0	0	0	0	0	0	0	0
RUVB1_HUMAN	RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1	RUVBL1	RUVBL1_RUVB1	3	1	7	0	7	1	1	0	4	1	0	0
RUVB2_HUMAN	RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3	RUVBL2	RUVBL2_RUVB2	5	1	3	0	2	0	1	0	4	1	0	0
RYR1_HUMAN	Ryanodine receptor 1 OS=Homo sapiens GN=RYR1 PE=1 SV=3	RYR1	RYR1_RYR1	0	1	0	0	0	0	0	0	0	0	0	0
S10AA_HUMAN	Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2	S100A10	S100A10_S10AA	2	2	2	2	1	2	0	2	2	2	0	2
S10AB_HUMAN	Protein S100-A11 OS=Homo sapiens GN=S100A11 PE=1 SV=2	S100A11	S100A11_S10AB	4	5	4	5	4	5	4	4	4	4	4	4
S10AD_HUMAN	Protein S100-A13 OS=Homo sapiens GN=S100A13 PE=1 SV=1	S100A13	S100A13_S10AD	0	0	0	1	0	0	0	1	0	1	0	0
S10AE_HUMAN	Protein S100-A14 OS=Homo sapiens GN=S100A14 PE=1 SV=1	S100A14	S100A14_S10AE	1	3	0	1	1	2	1	2	1	2	1	2
S10AG_HUMAN	Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1	S100A16	S100A16_S10AG	1	3	1	1	0	2	2	2	1	3	1	4
S10A2_HUMAN	Protein S100-A2 OS=Homo sapiens GN=S100A2 PE=1 SV=3	S100A2	S100A2_S10A2	1	1	1	1	1	1	1	1	1	1	1	1
S10A4_HUMAN	Protein S100-A4 OS=Homo sapiens GN=S100A4 PE=1 SV=1	S100A4	S100A4_S10A4	0	0	0	0	0	0	1	0	1	0	0	0
S10A6_HUMAN	Protein S100-A6 OS=Homo sapiens GN=S100A6 PE=1 SV=1	S100A6	S100A6_S10A6	1	2	2	3	2	1	1	2	1	1	2	1
S10A8_HUMAN	Protein S100-A8 OS=Homo sapiens GN=S100A8 PE=1 SV=1	S100A8	S100A8_S10A8	2	3	0	1	0	0	2	2	0	0	0	0
S10A9_HUMAN	Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1	S100A9	S100A9_S10A9	1	3	1	4	0	0	3	3	0	0	0	0
S100P_HUMAN	Protein S100-P OS=Homo sapiens GN=S100P PE=1 SV=2	S100P	S100P_S100P	2	7	3	7	3	6	2	7	2	6	4	6
SAA1_HUMAN	Serum amyloid A-1 protein OS=Homo sapiens GN=SAA1 PE=1 SV=1	SAA1	SAA1_SAA1	0	0	0	0	0	1	0	0	0	0	0	0
SAA2_HUMAN	Serum amyloid A-2 protein OS=Homo sapiens GN=SAA2 PE=1 SV=1	SAA2	SAA2_SAA2	0	0	0	0	1	0	0	0	0	0	0	0
SAMH1_HUMAN	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens GN=SAMHD1 PE=1 SV=2	SAMHD1	SAMHD1_SAMH1	0	1	1	0	4	0	0	0	1	3	0	0
SAR1A_HUMAN	GTP-binding protein SAR1a OS=Homo sapiens GN=SAR1A PE=1 SV=1	SAR1A	SAR1A_SAR1A	0	1	0	1	0	0	0	1	0	1	0	0
SARG_HUMAN	Specifically androgen-regulated gene protein OS=Homo sapiens GN=SARG PE=1 SV=2	SARG	SARG_SARG	0	0	0	0	0	1	0	0	0	0	0	0
SCAM2_HUMAN	Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2	SCAMP2	SCAMP2_SCAM2	0	1	1	0	0	0	0	0	1	0	0	0
SCRB2_HUMAN	Lysosome membrane protein 2 OS=Homo sapiens GN=SCARB2 PE=1 SV=2	SCARB2	SCARB2_SCRB2	0	0	2	3	0	0	3	0	1	0	0	0
SCPDL_HUMAN	Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1	SCCPDH	SCCPDH_SCPDL	0	0	0	1	0	0	0	0	0	0	0	0
SCFD1_HUMAN	Sec1 family domain-containing protein 1 OS=Homo sapiens GN=SCFD1 PE=1 SV=4	SCFD1	SCFD1_SCFD1	0	1	0	0	0	0	0	0	0	0	0	0
UTER_HUMAN	Uteroglobin OS=Homo sapiens GN=SCGB1A1 PE=1 SV=1	SCGB1A1	SCGB1A1_UTER	8	3	10	7	9	8	8	1	9	8	10	9
ADSV_HUMAN	Adseverin OS=Homo sapiens GN=SCIN PE=1 SV=4	SCIN	SCIN_ADSV	0	0	0	0	0	0	0	1	0	0	0	2
NLTP_HUMAN	Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=1 SV=2	SCP2	SCP2_NLTP	0	4	3	2	1	2	1	2	2	4	1	4
RISC_HUMAN	Retinoid-inducible serine carboxypeptidase OS=Homo sapiens GN=SCPEP1 PE=1 SV=1	SCPEP1	SCPEP1_RISC	0	0	0	0	0	0	0	0	0	1	0	0
SCRN1_HUMAN	Secernin-1 OS=Homo sapiens GN=SCRN1 PE=1 SV=2	SCRN1	SCRN1_SCRN1	0	0	0	1	0	0	0	0	0	0	0	0
SDC1_HUMAN	Syndecan-1 OS=Homo sapiens GN=SDC1 PE=1 SV=3	SDC1	SDC1_SDC1	0	1	0	1	0	0	0	1	0	0	0	0
SDCB1_HUMAN	Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1	SDCBP	SDCBP_SDCB1	0	2	0	0	0	0	0	1	0	0	0	0
SDCB2_HUMAN	Syntenin-2 OS=Homo sapiens GN=SDCBP2 PE=1 SV=2	SDCBP2	SDCBP2_SDCB2	0	2	0	1	0	0	0	2	0	0	0	0
CAB45_HUMAN	45 kDa calcium-binding protein OS=Homo sapiens GN=SDF4 PE=1 SV=1	SDF4	SDF4_CAB45	0	0	0	0	0	0	0	1	0	0	0	1
SDHA_HUMAN	"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2"	SDHA	SDHA_SDHA	1	4	5	2	3	2	4	6	3	5	3	3
SDHB_HUMAN	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial OS=Homo sapiens GN=SDHB PE=1 SV=3"	SDHB	SDHB_SDHB	3	3	2	2	2	1	2	1	2	1	0	0
RDHE2_HUMAN	Epidermal retinol dehydrogenase 2 OS=Homo sapiens GN=SDR16C5 PE=2 SV=2	SDR16C5	SDR16C5_RDHE2	0	0	0	0	0	0	0	1	0	0	0	0
SEC13_HUMAN	Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3	SEC13	SEC13_SEC13	0	1	0	0	0	0	0	1	0	0	0	0
SC22B_HUMAN	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	SEC22B	SEC22B_SC22B	1	1	2	1	1	1	1	1	1	1	1	2
SC23A_HUMAN	Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=1 SV=2	SEC23A	SEC23A_SC23A	0	0	0	0	0	0	0	0	0	0	0	1
SC23B_HUMAN	Protein transport protein Sec23B OS=Homo sapiens GN=SEC23B PE=1 SV=2	SEC23B	SEC23B_SC23B	0	2	0	0	0	1	0	1	0	0	0	0
SC31A_HUMAN	Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3	SEC31A	SEC31A_SC31A	0	2	0	0	0	1	0	0	0	1	0	1
SC61B_HUMAN	Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	SEC61B	SEC61B_SC61B	0	0	0	1	0	1	1	0	0	1	0	0
SCTM1_HUMAN	Secreted and transmembrane protein 1 OS=Homo sapiens GN=SECTM1 PE=1 SV=2	SECTM1	SECTM1_SCTM1	0	0	0	0	0	0	0	1	0	0	0	0
SBP1_HUMAN	Selenium-binding protein 1 OS=Homo sapiens GN=SELENBP1 PE=1 SV=2	SELENBP1	SELENBP1_SBP1	1	9	1	3	0	5	4	11	2	11	2	9
SEP15_HUMAN	Selenoprotein F OS=Homo sapiens GN=SELENOF PE=1 SV=3	SELENOF	SELENOF_SEP15	0	1	0	0	0	0	0	0	0	0	0	0
SEP11_HUMAN	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	11-Sep	SEPT11_SEP11	0	0	0	0	0	0	0	2	0	1	0	0
SEPT2_HUMAN	Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1	2-Sep	SEPT2_SEPT2	0	1	2	0	0	1	0	2	1	0	0	0
SEPT6_HUMAN	Septin-6 OS=Homo sapiens GN=SEPT6 PE=1 SV=4	6-Sep	SEPT6_SEPT6	0	1	0	0	0	0	0	0	0	0	0	0
SEPT7_HUMAN	Septin-7 OS=Homo sapiens GN=SEPT7 PE=1 SV=2	7-Sep	SEPT7_SEPT7	0	0	0	0	0	0	0	3	0	1	0	0
SEPT9_HUMAN	Septin-9 OS=Homo sapiens GN=SEPT9 PE=1 SV=2	9-Sep	SEPT9_SEPT9	0	2	0	1	0	1	0	2	0	2	0	0
A1AT_HUMAN	Alpha-1-antitrypsin OS=Homo sapiens GN=SERPINA1 PE=1 SV=3	SERPINA1	SERPINA1_A1AT	1	1	7	5	12	1	3	5	8	2	4	3
AACT_HUMAN	Alpha-1-antichymotrypsin OS=Homo sapiens GN=SERPINA3 PE=1 SV=2	SERPINA3	SERPINA3_AACT	0	0	0	1	0	0	0	0	4	0	0	0
ILEU_HUMAN	Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1	SERPINB1	SERPINB1_ILEU	4	4	1	7	0	4	3	6	1	4	0	3
SPB10_HUMAN	Serpin B10 OS=Homo sapiens GN=SERPINB10 PE=1 SV=1	SERPINB10	SERPINB10_SPB10	0	3	0	3	0	0	0	4	0	3	0	1
SPB13_HUMAN	Serpin B13 OS=Homo sapiens GN=SERPINB13 PE=1 SV=2	SERPINB13	SERPINB13_SPB13	0	0	0	2	0	0	0	0	0	0	0	1
PAI2_HUMAN	Plasminogen activator inhibitor 2 OS=Homo sapiens GN=SERPINB2 PE=1 SV=2	SERPINB2	SERPINB2_PAI2	0	16	0	17	0	19	0	16	0	21	0	22
SPB3_HUMAN	Serpin B3 OS=Homo sapiens GN=SERPINB3 PE=1 SV=2	SERPINB3	SERPINB3_SPB3	21	28	21	27	19	23	20	26	20	24	22	28
SPB4_HUMAN	Serpin B4 OS=Homo sapiens GN=SERPINB4 PE=1 SV=2	SERPINB4	SERPINB4_SPB4	0	19	0	14	0	12	0	15	0	16	0	14
SPB5_HUMAN	Serpin B5 OS=Homo sapiens GN=SERPINB5 PE=1 SV=2	SERPINB5	SERPINB5_SPB5	4	6	2	3	2	1	4	4	2	5	2	1
SPB6_HUMAN	Serpin B6 OS=Homo sapiens GN=SERPINB6 PE=1 SV=3	SERPINB6	SERPINB6_SPB6	0	5	0	4	0	0	0	2	0	3	0	1
PAI1_HUMAN	Plasminogen activator inhibitor 1 OS=Homo sapiens GN=SERPINE1 PE=1 SV=1	SERPINE1	SERPINE1_PAI1	1	2	0	1	0	0	0	3	0	1	0	1
PEDF_HUMAN	Pigment epithelium-derived factor OS=Homo sapiens GN=SERPINF1 PE=1 SV=4	SERPINF1	SERPINF1_PEDF	3	0	2	0	3	1	2	1	7	1	4	1
SET_HUMAN	Protein SET OS=Homo sapiens GN=SET PE=1 SV=3	SET	SET_SET	0	4	0	3	0	0	3	0	0	4	0	0
SETLP_HUMAN	Protein SETSIP OS=Homo sapiens GN=SETSIP PE=1 SV=1	SETSIP	SETSIP_SETLP	1	0	2	0	2	2	0	4	2	0	0	2
1433S_HUMAN	14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1	SFN	SFN_1433S	7	13	7	12	6	7	6	11	6	12	7	6
SFPQ_HUMAN	"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2"	SFPQ	SFPQ_SFPQ	2	3	2	0	1	0	2	0	2	0	2	0
SFXN1_HUMAN	Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4	SFXN1	SFXN1_SFXN1	0	2	1	2	0	1	0	2	0	2	0	1
SH3L3_HUMAN	SH3 domain-binding glutamic acid-rich-like protein 3 OS=Homo sapiens GN=SH3BGRL3 PE=1 SV=1	SH3BGRL3	SH3BGRL3_SH3L3	1	1	0	1	1	0	1	1	1	1	0	0
GLYM_HUMAN	"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens GN=SHMT2 PE=1 SV=3"	SHMT2	SHMT2_GLYM	0	0	1	1	0	0	0	0	0	0	0	0
SKP1_HUMAN	S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	SKP1	SKP1_SKP1	0	1	0	0	0	1	0	1	0	0	0	0
S12A2_HUMAN	Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	SLC12A2	SLC12A2_S12A2	0	1	0	0	0	0	0	0	0	0	0	0
AAAT_HUMAN	Neutral amino acid transporter B(0) OS=Homo sapiens GN=SLC1A5 PE=1 SV=2	SLC1A5	SLC1A5_AAAT	0	1	0	0	0	1	0	1	0	2	0	1
TXTP_HUMAN	"Tricarboxylate transport protein, mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2"	SLC25A1	SLC25A1_TXTP	0	1	0	1	1	2	1	1	1	2	1	1
CMC1_HUMAN	Calcium-binding mitochondrial carrier protein Aralar1 OS=Homo sapiens GN=SLC25A12 PE=1 SV=2	SLC25A12	SLC25A12_CMC1	0	0	0	1	0	1	1	0	1	1	0	0
CMC2_HUMAN	Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2	SLC25A13	SLC25A13_CMC2	0	2	0	0	0	0	0	0	0	0	0	0
MCAT_HUMAN	Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens GN=SLC25A20 PE=1 SV=1	SLC25A20	SLC25A20_MCAT	0	0	1	0	0	0	0	0	0	0	0	0
SCMC1_HUMAN	Calcium-binding mitochondrial carrier protein SCaMC-1 OS=Homo sapiens GN=SLC25A24 PE=1 SV=2	SLC25A24	SLC25A24_SCMC1	0	5	2	4	1	0	0	2	3	2	0	1
